id,created_at,text
1098244162137309184,2019-02-20 15:33:07,"b'18:33 @JimmiGathu @Olez   That route is best avoided at this hour, alternate route (in future) is bypass or Njiru-Kasarani via @ogegav'"
1098243658741096448,2019-02-20 15:31:07,b'18:31 careless driving by the lady in the white car on Thika Road after Muthaiga. We are glad no one was hurt but t\xe2\x80\xa6 https://t.co/Y404g8F9GE'
1098243533063012353,2019-02-20 15:30:37,b'18:30 This is how the scene looks like at the dongo kundu bypass outbound..  https://t.co/Sak230MYLI via @jammax_1'
1098242778084110342,2019-02-20 15:27:37,b'18:27 @MikeSonko Just want to know Nduthi or motorbikes on the highway hata hizo zinashikwa because just on Uhuru h\xe2\x80\xa6 https://t.co/gYtgSSGGLy'
1098241016530903043,2019-02-20 15:20:37,"b'18:20 What is happening at allsops, joining Thika Road via outering? via @Spazbender'"
1098240890764705793,2019-02-20 15:20:07,b'18:20 Accident on thika road after muthaiga footbridge. via @krissmoo'
1098240135873941505,2019-02-20 15:17:07,b'18:17 Dear @FredMatiangi Please help motorists dismantle these breakdown cartels... They milk motorists at the slig\xe2\x80\xa6 https://t.co/4COnHAkdn7'
1098240010007072769,2019-02-20 15:16:37,"b'18:16 Our Traffic cops should take this as a warning, Wako na hio tabia via @stan_mugi'"
1098239758327865346,2019-02-20 15:15:37,"b'18:15 Traffic piling up Nairobi bound, after Zetech University entrance.\nA pick up caught fire. (From the ""bonet"")\xe2\x80\xa6 https://t.co/ixdpJV3Dc7'"
1098238878438309888,2019-02-20 15:12:07,b'18:12 18:10 a can was burning  btwn bypass and ruiru heading to town but luckily pple have put it out\xe2\x80\xa6 https://t.co/OFOcxDM0iD'
1098238373876195328,2019-02-20 15:10:07,b'18:10 @wangundo2166   @SafariNjemaKE In case you\xe2\x80\x99re stuck in darkness \xf0\x9f\x98\x84. You can use it to light up cigarettes ama!\xe2\x80\xa6 https://t.co/iKlbBAVr9K'
1098238122628997120,2019-02-20 15:09:07,"b""18:09 Isn't maternal healthcare free in the +254 or it was just a hoax help me understand in the meantime how's Mom\xe2\x80\xa6 https://t.co/gyaHn8B7Oi"""
1098235876608491520,2019-02-20 15:00:11,"b""18:00 Today's traffic updates brought to you by #Ma3RouteApp, get it for your android or iPhone &amp; beat jams like a\xe2\x80\xa6 https://t.co/nl1VKUlMJL"""
1098234976351543298,2019-02-20 14:56:37,"b'17:56 @ntsa_kenya The whole thing, Museum Hill to Westlands has no pedestrian consideration. via @Mwangi_Ichungwa'"
1098234725129437184,2019-02-20 14:55:37,b'17:55 Southern Bypass towards Langata  https://t.co/Ad4eZtnkEI via @dnkariuki'
1098233844946427905,2019-02-20 14:52:07,b'17:52 outering towards baba ndogo jam imeshikana via @wa_gitahi'
1098232967342764032,2019-02-20 14:48:38,b'17:48 Whoever designed the Waiyaki Way - at least between the Museum Hill and Chiromo turn off must have assumed no\xe2\x80\xa6 https://t.co/aXDXSjD47F'
1098232082621444097,2019-02-20 14:45:07,"b'17:45 Just now Nairobi, Namanga highway near Kisaju.  https://t.co/28pOeNTWww via @munyaomulli'"
1098229691746533377,2019-02-20 14:35:37,b'17:35 These ma3s that ply the juja route by the name @supermetro ur clue are very professional.  Everytime I use th\xe2\x80\xa6 https://t.co/bJuO8iCsFY'
1098228811110498305,2019-02-20 14:32:07,b'17:32 Heavy traffic uhuru highway  https://t.co/PQjuiUMMc9 via @PRSA_Roadsafety'
1098227301198848001,2019-02-20 14:26:07,b'17:26 Mombasa Rd moving slowly from Airtel towards GM via @dunkip02'
1098226546551205888,2019-02-20 14:23:07,"b'17:23 @okindata And in South Sudan,""this accident would not have happened if you had not come here"" \xf0\x9f\x98\x82 via @nairobilord'"
1098226420147539968,2019-02-20 14:22:37,b'17:22 major traffic on outering road via @DaughtyM'
1098225917174968321,2019-02-20 14:20:37,b'17:20 avoid Outering Rd. Immense traffic. via @DjDaboTrabo'
1098225665223081989,2019-02-20 14:19:37,b'17:19 outering to allsops both sides issa mess usijaribu.. via @mkkiamba'
1098225288922697728,2019-02-20 14:18:07,"b""17:18 Serious jam on Outer Ring rd towards Baba Dogo. Any idea what's causing it? Ama ni kawa? via @JimmiGathu"""
1098222393846390784,2019-02-20 14:06:37,"b'17:06 So wrong, this is a very hazardous way to demolish a building.\nBuilding located a long Thika Rd a few meters\xe2\x80\xa6 https://t.co/KodxIn3aKX'"
1098222142355836930,2019-02-20 14:05:37,"b'17:05 When there is a cop opposite shell ngumo there is always major traffic, when he isnt there there is none. Col\xe2\x80\xa6 https://t.co/58PCDDsSCX'"
1098220758298431488,2019-02-20 14:00:07,"b""17:00 Today's traffic updates brought to you by @MkoinKe, Lipa Fare na M-Koin! To install dial *626# #wekakwamkoin  https://t.co/VhCtbCIv8Y"""
1098219626163507200,2019-02-20 13:55:37,b'16:55 Same to the ones in India....  https://t.co/4LHfO6miSa via @maruwinnie'
1098216857239257095,2019-02-20 13:44:37,b'16:44 fire in majengo via @danychizo'
1098208678224805888,2019-02-20 13:12:07,b'16:12 kiambu rd traffic jam imeanzia Muthaiga via @Johnmyner'
1098205659013804044,2019-02-20 13:00:07,"b""16:00 Today's traffic updates brought to you by @chlorideexide, When it is close to your heart, power it with Chlor\xe2\x80\xa6 https://t.co/rNEa0IdYxw"""
1098194334040637441,2019-02-20 12:15:07,b'15:15 Blame driver behaviour. @NPSOfficial_KE or @ntsa_kenya cant be in every vehicle to tell the driver when and w\xe2\x80\xa6 https://t.co/TzSGzeJIR6'
1098194082197921792,2019-02-20 12:14:07,b'15:14 Pakistan bus decoration on another level of art  https://t.co/9vEcNq6rJk via @Spengreen2'
1098193705142493185,2019-02-20 12:12:37,b'15:12 FYI @IPOA_KE via @julishwa'
1098192824007380992,2019-02-20 12:09:07,b'15:09 Are some people for real. Overlapped Runda roundabout all the way to the barrier. Cuts into the traffic wavin\xe2\x80\xa6 https://t.co/W5gYLkVEYP'
1098185778469978113,2019-02-20 11:41:07,"b""14:41 Waiyaki way that's where jam imehamia mkubwa. Area around Limuru and uplands via @Peter34473372"""
1098184393338822659,2019-02-20 11:35:37,"b'14:35 The police in Kariobangi north have put the following guys in custody for no appealing reason, and have writt\xe2\x80\xa6 https://t.co/SdFpFO8jkm'"
1098182758931877888,2019-02-20 11:29:07,"b""14:29 Ring Road Kileleshwa and the whole stretch of Ngong road still soaking up with loads of litter since it's con\xe2\x80\xa6 https://t.co/bEkGxj1ZSU"""
1098180115413061633,2019-02-20 11:18:37,"b'14:18 today should be a holiday, Nairobi City Council workers on strike... via @cecilemaasean'"
1098178731225632768,2019-02-20 11:13:07,b'14:13 why would a police hail personal insults after stopping you..Simply cozz you dnt want to part away with some\xe2\x80\xa6 https://t.co/yfflVBcwFN'
1098178479248556032,2019-02-20 11:12:07,"b""14:12 The Caption 'Men try to pull back a petrol tanker .....' is obviously misleading unless these men are Superst\xe2\x80\xa6 https://t.co/5HVzbgxn7y"""
1098177976146055168,2019-02-20 11:10:07,"b'14:10 Police officers are always fast to call breakdown vehicles for towing since they own them, or are tipped big\xe2\x80\xa6 https://t.co/DbnDxMKLUT'"
1098177850300133378,2019-02-20 11:09:37,b'14:09 While there are launching Huduma card remember kuna time we used to pay matatu with Visa Card via @StopKenyans'
1098175459777499136,2019-02-20 11:00:07,"b""14:00 Today's traffic updates brought to you by @chlorideexide, When it is close to your heart, power it with Chlor\xe2\x80\xa6 https://t.co/IeWxCwoDsf"""
1098171432935321604,2019-02-20 10:44:07,"b""13:44 Without traffic i use 10 mins to arrive to work. With traffic I take 1 hr. That's 4 hrs wasted per week. via @loudsoliloque"""
1098170803986878465,2019-02-20 10:41:37,b'13:41 Law @NEMAtweets  @citizentvkenya Shame on the driver (male adult)of this car for throwing banana peel on the\xe2\x80\xa6 https://t.co/SdhMYTtayf'
1098164136020770816,2019-02-20 10:15:07,"b'13:15 Appreciate it. On waiyaki way I am not sure what the Chinese are doing but from the sketch, it will be a sore\xe2\x80\xa6 https://t.co/QzUSG58bah'"
1098163128083406848,2019-02-20 10:11:07,"b""13:11 Are you sure? Right of way according to the Traffic Act is a preserve of the President's motorcade and priori\xe2\x80\xa6 https://t.co/vCylM9EdLY"""
1098160485940252672,2019-02-20 10:00:37,b'13:00 @NPSC_KE @IPOA_KE      like what is wrong with this cops surely? When will this harassment ever stop!! via @ukhozi'
1098160234038788096,2019-02-20 09:59:37,"b""12:59 Then empty all that traffic at Muthaiga haha won't solve sh*t. Gridlock hadi Rock City. via @OptaHos"""
1098160108792627207,2019-02-20 09:59:07,b'12:59 You can expand all the roads linked to the CBD to mega superhighways but for as long as the size of CBD remai\xe2\x80\xa6 https://t.co/biQ8HUjja3'
1098158849868120065,2019-02-20 09:54:07,b'12:54 Route 118 at Kabete stage. Youths lit bonfire demanding for employment by China company that is planning to c\xe2\x80\xa6 https://t.co/ELvrvn1lBp'
1098150419325468672,2019-02-20 09:20:37,b'12:20 @PoliceKE3 .....a Prado registration number KCD 143X has been causing problems for road users every morning a\xe2\x80\xa6 https://t.co/sqQquwNHK1'
1098149664396853248,2019-02-20 09:17:37,b'12:17 We have passed this roadblock at Hilton Garden Inn in this matatu with this kind of seat belts. None is funct\xe2\x80\xa6 https://t.co/LxGsUM2922'
1098148406281801728,2019-02-20 09:12:37,b'12:12 Nairobi we know is this and not a section of Uhuru Highway  https://t.co/hzXnCmjzAl via @hunkaricho'
1098146896034570240,2019-02-20 09:06:37,b'12:06 @ntsa_kenya @NPSOfficial_KE @KeNHAKenya Technology is catching up with you.... With this such tyres... Hizo s\xe2\x80\xa6 https://t.co/AdmIhHfliN'
1098139849775894528,2019-02-20 08:38:37,b'11:38 #KCH767M shame on you for parking on top of pedestrians pavements  https://t.co/F75KDXDrIQ via @PRSA_Roadsafety'
1098136704920231936,2019-02-20 08:26:07,b'11:26 That is not a fire extinguisher via @murunde'
1098129783404285952,2019-02-20 07:58:37,b'10:58 This is because most drivers in Kenyan roads never went to a driving school. In every 10 drivers 6 are quacks via @Patrick20821608'
1098128902927585286,2019-02-20 07:55:07,b'10:55 I saw this tweet as I was driving on Mbagathi Way. Well....  https://t.co/RvDreDbpZc via @o_keverenge'
1098128651336511489,2019-02-20 07:54:07,"b""10:54 General rule on roundabouts &amp; crossroads...GIVE WAY TO VEHICLES COMING FROM THE RIGHT...I don't understand wh\xe2\x80\xa6 https://t.co/05kNQPrmrR"""
1098128526065184768,2019-02-20 07:53:37,b'10:53 There was an accident this morning along dongo kundu bypass under the tunnel. Clearing is underway\xe2\x80\xa6 https://t.co/wHHcsaGRBg'
1098128273454845957,2019-02-20 07:52:37,b'10:52 Awesome piece of knowledge shared here. These vehicles have manuals the problemis that we never read. We beli\xe2\x80\xa6 https://t.co/l6WiuSuNHi'
1098125882802270211,2019-02-20 07:43:07,b'10:43 @ntsa_kenya How can i do a motor vehicle search? i have tried registering on tims but i get an error that the\xe2\x80\xa6 https://t.co/XRAFkuRUvh'
1098123678569713665,2019-02-20 07:34:21,b'Don\xe2\x80\x99t let a dead battery stop you from making it to that important meeting when you can simply #DialABattery 071908\xe2\x80\xa6 https://t.co/uarPC3pyiU'
1098123367062913029,2019-02-20 07:33:07,"b""10:33 That's called a flare.. Used to signal incase of danger via @Kelzkim36"""
1098123366211506176,2019-02-20 07:33:07,b'10:33 Road flare &amp; window breaker if your drowning via @OscarKaranja'
1098122233988423680,2019-02-20 07:28:37,"b""10:28 It's called a flare that once it's on it is very hard to put out it helps during SOS times eg.ward of wild an\xe2\x80\xa6 https://t.co/lrIb9Wj3Ug"""
1098121856241025024,2019-02-20 07:27:07,b'10:27 At night when you are in need of light. via @FEISAL_XO'
1098121605111316480,2019-02-20 07:26:07,"b'10:26 @MikeSonko Kwanza if they tow you, you have to replace your radiator. The chain n the tyre messes up your radiator. via @leonotieno'"
1098121478996979713,2019-02-20 07:25:37,b'10:25 Its a flare to be used at night to notify other road users via @kabakikiarie'
1098121353960607744,2019-02-20 07:25:07,"b'10:25 Please lets take road safety seriously, why seat at guard rails.  https://t.co/elNSrsSwKX via @PRSA_Roadsafety'"
1098121352903565312,2019-02-20 07:25:07,b'10:25 I think about the money spent on the BRT lane on Thika road a lot  https://t.co/Tp9eGBytUX via @Sherr_16'
1098121226906681344,2019-02-20 07:24:37,"b'10:24 Its a flare, in case your car stalls or has a puncture at a black spot during the night, you ignite it 50 met\xe2\x80\xa6 https://t.co/qVDb8tdBZq'"
1098120346161553409,2019-02-20 07:21:07,"b""10:21 @SafariNjemaKE It's not an extinguisher. It's a lighter. In case you are stuck in darkness you can light it t\xe2\x80\xa6 https://t.co/LxTG8yVx91"""
1098120094742401024,2019-02-20 07:20:07,"b'10:20 He has a right of way As long as he has escort, and there is a lead car clearing the way. via @DerreckJnr'"
1098119339398565888,2019-02-20 07:17:07,"b""10:17 that's a flare, and you can prolly Google how to use it via @ammateri"""
1098119213607251968,2019-02-20 07:16:37,"b'10:16 @DenrRiq You were had, know your rights via @Fezzoh'"
1098118961927995392,2019-02-20 07:15:37,"b""10:15 To my understanding this is lighter. You light it up when your car get technical issues or a puncture and it'\xe2\x80\xa6 https://t.co/JwcRgeTNUl"""
1098118710617956352,2019-02-20 07:14:37,"b""10:14 It's a flare  https://t.co/gzisiZ4hwf via @Naftali_Kagrass"""
1098118585489281025,2019-02-20 07:14:07,"b'10:14 Thats not fire extinguisher, its emergency road flare used at night. via @chepteg'"
1098118206869393414,2019-02-20 07:12:37,b'10:12 @MombasaCGW     These trucks speed and destroy our countrys most expensive road. @kenha should reduce speed a\xe2\x80\xa6 https://t.co/nPtDHDLH6t'
1098117704974811136,2019-02-20 07:10:37,"b""10:10 just asking...this am told it's a fire extinguisher...it's always in my car and every other car but I don't k\xe2\x80\xa6 https://t.co/C0RKni26lJ"""
1098117201641525249,2019-02-20 07:08:37,"b""10:08 I've witnessed how helmet can save someone when an accident occurs. If you know you are a pikipiki rider alwa\xe2\x80\xa6 https://t.co/AY31x3CrhO"""
1098117074659016704,2019-02-20 07:08:07,"b""10:08 I've witnessed how helmet can save someone when an accident occurs. If you know you are a pikipiki rider alwa\xe2\x80\xa6 https://t.co/LuROq3ksVt"""
1098115816644661248,2019-02-20 07:03:07,b'10:03 A long time ago while hiking a lift in a friends car with spot lights he blasted the oncoming vehicle with th\xe2\x80\xa6 https://t.co/evesEhEyDU'
1098115313135173632,2019-02-20 07:01:07,b'10:01 Passed there and my question came in. It means the Chinese construction is just useless I thought it was mean\xe2\x80\xa6 https://t.co/4NmYLIXzJW'
1098115061455962118,2019-02-20 07:00:07,"b""10:00 Today's traffic updates brought to you by @chlorideexide, Power hungry car meets its match; Chloride Exide Po\xe2\x80\xa6 https://t.co/p5ge4rmVps"""
1098114683821805568,2019-02-20 06:58:37,"b""09:58 Kuna ka harufu uchapa msee ukipita Githu 45 ata kama umefunga macho you'll know niko 45 sasa. Thika road peep\xe2\x80\xa6 https://t.co/EgjkKeEfmt"""
1098107259945697280,2019-02-20 06:29:07,b'09:29 Hi Mr @FredMatiangi look into this. This Breakdown services are always run by this Police men. The would stil\xe2\x80\xa6 https://t.co/H15561mTAk'
1098107008270716928,2019-02-20 06:28:07,"b""09:28 why can't the NCC or the police get proper tow trucks???????? @MikeSonko  https://t.co/xPAfRh8u8D via @leonotieno"""
1098106884224098305,2019-02-20 06:27:37,b'09:27 This is a section of Nairobi River in Korogocho where all the human waste from Korogocho are directly poured\xe2\x80\xa6 https://t.co/xJJgOfAxtN'
1098106883225935873,2019-02-20 06:27:37,b'09:27 A first today on thika road. From 8am it took 36mins from allsops to town. Compared to when it takes 1hr to 1\xe2\x80\xa6 https://t.co/w7eW1t6W2o'
1098106882336673792,2019-02-20 06:27:37,b'09:27 Will we wait until a drunk driver crashes and kills people then charge him/her with DUI and causing death? isorait via @fndaga'
1098106631534141441,2019-02-20 06:26:37,"b'09:26 Well, I am glad to report that last week, about 3 fresh and permanent bumps were erected on the stretch, some\xe2\x80\xa6 https://t.co/DiAGUdTB0x'"
1098106630640730112,2019-02-20 06:26:37,b'09:26 The tow trucks are unroadworthy.....Why are they allowed on our roads? via @PeterPMK'
1098106379229900800,2019-02-20 06:25:37,"b'09:25 Only in Uganda, when a motorist brushes and dents your car, he calmly says ""it was only a kiss"". My friend, a\xe2\x80\xa6 https://t.co/fiRoHncyUq'"
1098106253472083969,2019-02-20 06:25:07,"b'09:25 A rapid transit should take big volumes away from the cbd in very short times.JKIA and its environs, Mombasa\xe2\x80\xa6 https://t.co/lJLCRfZA33'"
1098105246767874048,2019-02-20 06:21:07,b'09:21 wawawa a nigga on Mombasa Rd Airtel inbound with a bike doing 200 k/pH plus via @dod_koome'
1098104114033160192,2019-02-20 06:16:37,b'09:16 Shame on this matatu plying Machakos -Kiseveni route. Crew has just emptied the entire dust bin on the road.\xe2\x80\xa6 https://t.co/7rytK3JxEb'
1098102981797572608,2019-02-20 06:12:07,"b'09:12 @james_maina22 I even wonder why city council @MikeSonko allows these ""breakdowns"" to be parked on pavements\xe2\x80\xa6 https://t.co/Q4cndzPcaf'"
1098102478615334913,2019-02-20 06:10:07,"b'09:10 @citizentvkenya @NPSOfficial_KE  In the name of avoiding jam,  and  permitted ma3 plying Cbd-jogoo rd-raunda\xe2\x80\xa6 https://t.co/bgxVVRdEoN'"
1098101597589123072,2019-02-20 06:06:37,"b'09:06 @james_maina22 I feel this brother, once my car stalled at Bellevue at around 9pm. These idiots bounced out o\xe2\x80\xa6 https://t.co/t07gLgXJZi'"
1098099835792777217,2019-02-20 05:59:37,b'08:59 This was us 5 years ago! Our message is still the same 5 years later! Unfortunately our roads are still \xf0\x9f\x99\x84\xf0\x9f\xa4\xa6\xe2\x80\xa6 https://t.co/2SziHEivD0'
1098099710101991424,2019-02-20 05:59:07,b'08:59 @PeopleDailyKe Your guy has just been arrested at Nyayo roundabout for holding up traffic to issue newspapers\xe2\x80\xa6 https://t.co/DY6g8MnzJ0'
1098097445186220033,2019-02-20 05:50:07,b'08:50 The breakdown/towing services are operated by the police they own the vehicles this is a cartel .\xe2\x80\xa6 https://t.co/zzwhT6wddn'
1098097193628717056,2019-02-20 05:49:07,"b""08:49 Woke up late , thank Heavens there's no traffic on Waiyaki Way . via @_Carolle__"""
1098097067782754305,2019-02-20 05:48:37,b'08:48 Traffic starts at Utalii via @KenMureithi'
1098095055603142656,2019-02-20 05:40:37,"b'08:40 SNA 1 is for the Speaker of the National Assembly, Justin Muturi. He has a tendency of flouting traffic rules\xe2\x80\xa6 https://t.co/uTiiDt8pqd'"
1098095054684594176,2019-02-20 05:40:37,"b'08:40 If you know, you know  https://t.co/iT8UbI5q0s via @okindata'"
1098093292825309184,2019-02-20 05:33:37,"b""08:33 I tried this last year December with the 'most trusted' Rembo Shuttle Sacco(KBZ 677E) from Kitengela to town.\xe2\x80\xa6 https://t.co/qzh0qhwL9y"""
1098091782884204545,2019-02-20 05:27:37,"b""08:27 @kagzhun One day we shall have staggered working hours so that we don't have to travel all of us in the same\xe2\x80\xa6 https://t.co/cfnqnLTSzM"""
1098091153998704640,2019-02-20 05:25:07,b'08:25 why should one be forced to disembark from his own car instead of driving himself to the station if need be?\xe2\x80\xa6 https://t.co/OV0lpZFynQ'
1098090524639223815,2019-02-20 05:22:37,b'08:22 Thika road slow but moving....  https://t.co/DxZBXqpEVx via @symodsantos'
1098090398835191808,2019-02-20 05:22:07,b'08:22 \xe2\x81\xa6 \xe2\x81\xa9 \xe2\x81\xa6 \xe2\x81\xa9 with our love for free stuff every motorist stops to pick free newspaper causing jam all over Nairobi\xe2\x80\xa6 https://t.co/IxCCJIx0J5'
1098089770750803968,2019-02-20 05:19:37,b'08:19 8:18 am thika road trip  https://t.co/eRcX42W3fY via @omondi__'
1098089644330225664,2019-02-20 05:19:07,b'08:19 8:18 am thika road trip  https://t.co/qr3xokv9vJ via @omondi__'
1098089266268327936,2019-02-20 05:17:37,b'08:17 @KenyaPower @KenyaPower_Care     There is power line pole almost falling off along Waiyaki Way at the entranc\xe2\x80\xa6 https://t.co/zezJVPatH4'
1098088511134146560,2019-02-20 05:14:37,b'08:14 traffic thika road leo ni nyweeeeeee mpaka survey via @bedans'
1098087756226588673,2019-02-20 05:11:37,b'08:11 I thought 1 hour traffic was a joke. Langata Rd shida tupu. Watu waanze kuuza kahawa asubuhi na mkate. via @kagzhun'
1098086749618794496,2019-02-20 05:07:37,"b""08:07 Langata Road at Standstill for the last 30 minutes. Anyone who knows what's happening? via @okwado1"""
1098086120779407361,2019-02-20 05:05:07,b'08:05 @MikeSonko @Smogeric Thika road has been like that since last year. .Outering is the problem not parking fees via @ngahuww'
1098085871021162496,2019-02-20 05:04:07,b'08:04 Thika road traffic currently begins as one heads to allsop via @WambuiNdi23'
1098085870144536577,2019-02-20 05:04:07,b'08:04 Ngong rd tulisahau jam inakaaje via @Binlagrin'
1098085869146308608,2019-02-20 05:04:07,b'08:04 part of the problem with this new roads is we did not take into consideration deeper consultation to perceive\xe2\x80\xa6 https://t.co/jLB7mdBpFH'
1098085744298598400,2019-02-20 05:03:37,b'08:03 Hii courage ya kulala kwa mat afta kupea manamba 1000/= mnatoaga wapi smh via @Itiswinny'
1098085743304544257,2019-02-20 05:03:37,b'08:03 Langata rd is parking! whats not happening? via @kip_mo'
1098085618742116352,2019-02-20 05:03:07,b'08:03 how is Waiyaki way to town ? via @Ras_Hinga'
